"run","randomSeed","First_Strat","Min_Dmg","Crit_Dmg","T_Health","Crit_Chance","Max_Dmg","CT_Health"
8698,-1317946720,"A_RUSH",10,100,100,15,40,100
8706,-1317922184,"A_RUSH",10,100,100,20,40,200
8714,-1317891217,"A_RUSH",10,100,150,0,33,150
8722,-1317866058,"A_RUSH",10,100,150,5,40,100
8730,-1317841104,"A_RUSH",10,100,150,10,40,200
8738,-1317816348,"A_RUSH",10,100,150,20,33,150
8746,-1317790635,"A_RUSH",10,100,150,25,40,100
8754,-1317765701,"A_RUSH",25,60,50,0,40,200
8762,-1317715248,"A_RUSH",25,60,50,10,33,150
8770,-1317666048,"A_RUSH",25,60,50,15,40,100
8778,-1317640905,"A_RUSH",25,60,50,20,40,200
8786,-1317616549,"A_RUSH",25,60,100,0,33,150
8794,-1317591792,"A_RUSH",25,60,100,5,40,100
8802,-1317566648,"A_RUSH",25,60,100,10,40,200
8810,-1317541703,"A_RUSH",25,60,100,20,33,150
8818,-1317516563,"A_RUSH",25,60,100,25,40,100
8826,-1317490828,"A_RUSH",25,60,150,0,40,200
8834,-1317465890,"A_RUSH",25,60,150,10,33,150
8842,-1317440543,"A_RUSH",25,60,150,15,40,100
8850,-1317415598,"A_RUSH",25,60,150,20,40,200
8858,-1317390120,"A_RUSH",25,80,50,0,33,150
8866,-1317336958,"A_RUSH",25,80,50,5,40,100
8874,-1317310639,"A_RUSH",25,80,50,10,40,200
8882,-1317293529,"A_RUSH",25,80,50,20,33,150
8890,-1317263376,"A_RUSH",25,80,50,25,40,100
8898,-1317239038,"A_RUSH",25,80,100,0,40,200
8906,-1317207852,"A_RUSH",25,80,100,10,33,150
8914,-1317182905,"A_RUSH",25,80,100,15,40,100
8922,-1317158777,"A_RUSH",25,80,100,20,40,200
8930,-1317134016,"A_RUSH",25,80,150,0,33,150
8938,-1317108648,"A_RUSH",25,80,150,5,40,100
8946,-1317050785,"A_RUSH",25,80,150,10,40,200
8954,-1317025625,"A_RUSH",25,80,150,20,33,150
8962,-1317000658,"A_RUSH",25,80,150,25,40,100
8970,-1316975696,"A_RUSH",25,100,50,0,40,200
8978,-1316949545,"A_RUSH",25,100,50,10,33,150
8986,-1316936248,"A_RUSH",25,100,50,15,40,100
8994,-1316910898,"A_RUSH",25,100,50,20,40,200
9002,-1316852366,"A_RUSH",25,100,100,0,33,150
9010,-1316827411,"A_RUSH",25,100,100,5,40,100
9018,-1316802670,"A_RUSH",25,100,100,10,40,200
9026,-1316777327,"A_RUSH",25,100,100,20,33,150
9034,-1316719116,"A_RUSH",25,100,100,25,40,100
9042,-1316666183,"A_RUSH",25,100,150,0,40,200
9050,-1316640838,"A_RUSH",25,100,150,10,33,150
9058,-1316615680,"A_RUSH",25,100,150,15,40,100
9066,-1316590712,"A_RUSH",25,100,150,20,40,200
9074,-1316565558,"B_SPLIT",10,60,50,0,33,150
9082,-1316532979,"B_SPLIT",10,60,50,5,40,100
9090,-1316505839,"B_SPLIT",10,60,50,10,40,200
9098,-1316491540,"B_SPLIT",10,60,50,20,33,150
9106,-1316464385,"B_SPLIT",10,60,50,25,40,100
9114,-1316441010,"B_SPLIT",10,60,100,0,40,200
9122,-1316407230,"B_SPLIT",10,60,100,10,33,150
9130,-1316379652,"B_SPLIT",10,60,100,15,40,100
9138,-1316353508,"B_SPLIT",10,60,100,20,40,200
9146,-1316326941,"B_SPLIT",10,60,150,0,33,150
9154,-1316299963,"B_SPLIT",10,60,150,5,40,100
9162,-1316273207,"B_SPLIT",10,60,150,10,40,200
9170,-1316246035,"B_SPLIT",10,60,150,20,33,150
9178,-1316218879,"B_SPLIT",10,60,150,25,40,100
9186,-1316192120,"B_SPLIT",10,80,50,0,40,200
9194,-1316161162,"B_SPLIT",10,80,50,10,33,150
9202,-1316129607,"B_SPLIT",10,80,50,15,40,100
9210,-1316106256,"B_SPLIT",10,80,50,20,40,200
9218,-1316092948,"B_SPLIT",10,80,100,0,33,150
9226,-1316065999,"B_SPLIT",10,80,100,5,40,100
9234,-1316032001,"B_SPLIT",10,80,100,10,40,200
9242,-1315998635,"B_SPLIT",10,80,100,20,33,150
9250,-1315971887,"B_SPLIT",10,80,100,25,40,100
9258,-1315946375,"B_SPLIT",10,80,150,0,40,200
9266,-1315918581,"B_SPLIT",10,80,150,10,33,150
9274,-1315892024,"B_SPLIT",10,80,150,15,40,100
9282,-1315865267,"B_SPLIT",10,80,150,20,40,200
9290,-1315837494,"B_SPLIT",10,100,50,0,33,150
9298,-1315822586,"B_SPLIT",10,100,50,5,40,100
9306,-1315803846,"B_SPLIT",10,100,50,10,40,200
9314,-1315790157,"B_SPLIT",10,100,50,20,33,150
9322,-1315775855,"B_SPLIT",10,100,50,25,40,100
9330,-1315748696,"B_SPLIT",10,100,100,0,40,200
9338,-1315721131,"B_SPLIT",10,100,100,10,33,150
9346,-1315696396,"B_SPLIT",10,100,100,15,40,100
9354,-1315670436,"B_SPLIT",10,100,100,20,40,200
9362,-1315642863,"B_SPLIT",10,100,150,0,33,150
9370,-1315615515,"B_SPLIT",10,100,150,5,40,100
9378,-1315588569,"B_SPLIT",10,100,150,10,40,200
9386,-1315561207,"B_SPLIT",10,100,150,20,33,150
9394,-1315534418,"B_SPLIT",10,100,150,25,40,100
9402,-1315507860,"B_SPLIT",25,60,50,0,40,200
9410,-1315495367,"B_SPLIT",25,60,50,10,33,150
9418,-1315482287,"B_SPLIT",25,60,50,15,40,100
9426,-1315449131,"B_SPLIT",25,60,50,20,40,200
9434,-1315434429,"B_SPLIT",25,60,100,0,33,150
9442,-1315408073,"B_SPLIT",25,60,100,5,40,100
9450,-1315381926,"B_SPLIT",25,60,100,10,40,200
9458,-1315354763,"B_SPLIT",25,60,100,20,33,150
9466,-1315328005,"B_SPLIT",25,60,100,25,40,100
9474,-1315299851,"B_SPLIT",25,60,150,0,40,200
9482,-1315272699,"B_SPLIT",25,60,150,10,33,150
9490,-1315246752,"B_SPLIT",25,60,150,15,40,100
9498,-1315220807,"B_SPLIT",25,60,150,20,40,200
9506,-1315193221,"B_SPLIT",25,80,50,0,33,150
9514,-1315174095,"B_SPLIT",25,80,50,5,40,100
9522,-1315160182,"B_SPLIT",25,80,50,10,40,200
9530,-1315146082,"B_SPLIT",25,80,50,20,33,150
9538,-1315132992,"B_SPLIT",25,80,50,25,40,100
9546,-1315114880,"B_SPLIT",25,80,100,0,40,200
9554,-1315087519,"B_SPLIT",25,80,100,10,33,150
9562,-1315064376,"B_SPLIT",25,80,100,15,40,100
9570,-1315009271,"B_SPLIT",25,80,100,20,40,200
9578,-1314956599,"B_SPLIT",25,80,150,0,33,150
9586,-1314930052,"B_SPLIT",25,80,150,5,40,100
9594,-1314903694,"B_SPLIT",25,80,150,10,40,200
9602,-1314876338,"B_SPLIT",25,80,150,20,33,150
9610,-1314846738,"B_SPLIT",25,80,150,25,40,100
9618,-1314820173,"B_SPLIT",25,100,50,0,40,200
9626,-1314806084,"B_SPLIT",25,100,50,10,33,150
9634,-1314793208,"B_SPLIT",25,100,50,15,40,100
