"run","Winner"
1777,"T"
1785,"T"
1793,"CT"
1801,"T"
1809,"T"
1817,"T"
1825,"T"
1833,"T"
1841,"CT"
1849,"CT"
1857,"DRAW"
1865,"CT"
1873,"T"
1881,"CT"
1889,"CT"
1897,"T"
1905,"DRAW"
1913,"T"
1921,"T"
1929,"T"
1937,"T"
1945,"CT"
1953,"CT"
1961,"CT"
1969,"T"
1977,"CT"
1985,"T"
1993,"T"
2001,"T"
2009,"T"
2017,"T"
2025,"T"
2033,"T"
2041,"T"
2049,"T"
2057,"DRAW"
2065,"CT"
2073,"CT"
2081,"CT"
2089,"T"
2097,"T"
2105,"T"
2113,"T"
2121,"CT"
2129,"T"
2137,"T"
2145,"T"
2153,"T"
2161,"CT"
2169,"DRAW"
2177,"T"
2185,"T"
2193,"DRAW"
2201,"T"
2209,"T"
2217,"DRAW"
2225,"T"
2233,"T"
2241,"T"
2249,"T"
2257,"T"
2265,"T"
2273,"DRAW"
2281,"CT"
2289,"CT"
2297,"CT"
2305,"T"
2313,"T"
2321,"T"
2329,"T"
2337,"CT"
2345,"T"
2353,"T"
2361,"T"
2369,"T"
2377,"CT"
2385,"CT"
2393,"CT"
2401,"T"
2409,"CT"
2417,"T"
2425,"T"
2433,"CT"
2441,"T"
2449,"T"
2457,"T"
2465,"T"
2473,"T"
2481,"T"
2489,"CT"
2497,"CT"
2505,"CT"
2513,"CT"
2521,"T"
2529,"T"
2537,"T"
2545,"T"
2553,"T"
2561,"T"
2569,"T"
2577,"T"
2585,"T"
2,"CT"
10,"DRAW"
18,"CT"
26,"CT"
34,"CT"
42,"CT"
50,"CT"
58,"DRAW"
66,"DRAW"
74,"T"
82,"T"
90,"T"
98,"T"
106,"T"
114,"CT"
122,"CT"
130,"CT"
138,"CT"
146,"T"
154,"DRAW"
162,"DRAW"
170,"T"
178,"T"
186,"T"
194,"T"
202,"T"
210,"DRAW"
218,"CT"
226,"CT"
234,"CT"
242,"CT"
250,"CT"
258,"CT"
266,"CT"
274,"T"
282,"DRAW"
290,"T"
298,"T"
306,"T"
314,"T"
322,"DRAW"
330,"CT"
338,"CT"
346,"CT"
354,"CT"
362,"DRAW"
370,"T"
378,"DRAW"
386,"CT"
394,"T"
402,"T"
410,"DRAW"
418,"T"
426,"CT"
434,"CT"
442,"CT"
450,"CT"
458,"CT"
466,"DRAW"
474,"CT"
482,"CT"
490,"DRAW"
498,"CT"
506,"DRAW"
514,"T"
522,"T"
530,"T"
538,"DRAW"
546,"CT"
554,"CT"
562,"CT"
570,"CT"
578,"CT"
586,"DRAW"
594,"CT"
602,"DRAW"
610,"T"
618,"DRAW"
626,"T"
634,"T"
642,"T"
650,"CT"
658,"DRAW"
666,"CT"
674,"CT"
682,"T"
690,"CT"
698,"T"
706,"T"
714,"CT"
722,"T"
730,"T"
738,"T"
746,"T"
754,"T"
762,"T"
770,"CT"
778,"T"
786,"DRAW"
794,"T"
802,"T"
810,"T"
818,"T"
826,"T"
834,"T"
842,"T"
850,"T"
858,"T"
866,"DRAW"
874,"T"
882,"CT"
890,"T"
898,"T"
906,"T"
914,"T"
922,"T"
930,"T"
938,"T"
946,"T"
954,"T"
962,"CT"
970,"T"
978,"CT"
986,"T"
994,"CT"
1002,"CT"
1010,"T"
1018,"T"
1026,"T"
1034,"T"
1042,"T"
1050,"T"
1058,"T"
1066,"T"
1074,"T"
1082,"CT"
1090,"T"
1098,"CT"
1106,"DRAW"
1114,"T"
1122,"T"
1130,"T"
1138,"T"
1146,"CT"
1154,"T"
1162,"DRAW"
1170,"T"
1178,"T"
1186,"T"
1194,"CT"
1202,"DRAW"
1210,"DRAW"
1218,"CT"
1226,"T"
1234,"T"
1242,"T"
1250,"DRAW"
1258,"T"
1266,"T"
1274,"T"
1282,"T"
1290,"T"
1298,"T"
1306,"T"
1314,"CT"
1322,"CT"
1330,"CT"
1338,"T"
1346,"T"
1354,"T"
1362,"CT"
1370,"T"
1378,"T"
1386,"T"
1394,"T"
1402,"T"
1410,"CT"
1418,"CT"
1426,"DRAW"
1434,"CT"
1442,"T"
1450,"DRAW"
1458,"T"
1466,"T"
1474,"DRAW"
1482,"T"
1490,"T"
1498,"T"
1506,"CT"
1514,"CT"
1522,"DRAW"
1530,"CT"
1538,"CT"
1546,"DRAW"
1554,"T"
1562,"T"
1570,"T"
1578,"T"
1586,"T"
1594,"T"
1602,"T"
1610,"T"
1618,"T"
1626,"CT"
1634,"DRAW"
1642,"CT"
1650,"CT"
1658,"T"
1666,"T"
1674,"T"
1682,"T"
1690,"T"
1698,"T"
1706,"T"
1714,"T"
1722,"T"
1730,"CT"
1738,"CT"
1746,"CT"
1754,"CT"
1762,"T"
1770,"T"
1778,"T"
1786,"T"
1794,"T"
1802,"T"
1810,"T"
1818,"T"
1826,"T"
1834,"T"
1842,"CT"
1850,"CT"
1858,"T"
1866,"CT"
1874,"T"
1882,"T"
1890,"CT"
1898,"T"
1906,"T"
1914,"T"
1922,"T"
1930,"T"
1938,"DRAW"
1946,"DRAW"
1954,"CT"
1962,"CT"
1970,"CT"
1978,"T"
1986,"T"
1994,"T"
2002,"T"
2010,"T"
2018,"T"
2026,"T"
2034,"T"
2042,"T"
2050,"T"
2058,"DRAW"
2066,"CT"
2074,"T"
2082,"CT"
2090,"T"
2098,"T"
2106,"CT"
2114,"T"
2122,"DRAW"
2130,"T"
2138,"T"
2146,"T"
2154,"T"
2162,"CT"
2170,"DRAW"
2178,"CT"
2186,"T"
2194,"T"
2202,"T"
2210,"CT"
2218,"T"
2226,"T"
2234,"T"
2242,"T"
2250,"T"
2258,"DRAW"
2266,"T"
2274,"CT"
2282,"CT"
2290,"CT"
2298,"DRAW"
2306,"T"
2314,"T"
2322,"T"
2330,"T"
2338,"T"
2346,"T"
2354,"T"
2362,"T"
2370,"T"
2378,"DRAW"
2386,"DRAW"
2394,"CT"
2402,"DRAW"
2410,"T"
2418,"T"
2426,"T"
2434,"T"
2442,"T"
2450,"T"
2458,"T"
2466,"T"
2474,"T"
2482,"T"
2490,"CT"
2498,"CT"
2506,"T"
2514,"CT"
2522,"T"
2530,"T"
2538,"T"
2546,"T"
2554,"T"
2562,"T"
2570,"T"
2578,"T"
2586,"T"
3,"CT"
11,"CT"
19,"CT"
27,"CT"
35,"CT"
43,"T"
51,"CT"
59,"DRAW"
67,"T"
75,"CT"
83,"DRAW"
91,"T"
99,"T"
107,"T"
115,"DRAW"
123,"CT"
131,"CT"
139,"DRAW"
147,"CT"
155,"T"
163,"T"
171,"DRAW"
179,"CT"
187,"T"
195,"DRAW"
203,"T"
211,"T"
219,"CT"
227,"CT"
235,"CT"
243,"CT"
251,"CT"
259,"T"
267,"CT"
275,"DRAW"
283,"T"
291,"T"
299,"T"
307,"T"
315,"CT"
323,"T"
331,"CT"
339,"CT"
347,"CT"
355,"CT"
363,"CT"
371,"DRAW"
379,"CT"
387,"CT"
395,"DRAW"
403,"T"
411,"T"
419,"T"
427,"T"
435,"CT"
443,"CT"
451,"CT"
459,"CT"
467,"CT"
475,"T"
483,"CT"
491,"DRAW"
499,"T"
507,"T"
515,"T"
523,"T"
531,"CT"
539,"CT"
547,"CT"
555,"CT"
563,"CT"
571,"CT"
579,"CT"
587,"CT"
595,"T"
603,"DRAW"
611,"CT"
619,"T"
627,"DRAW"
635,"T"
643,"T"
651,"CT"
659,"CT"
667,"CT"
675,"CT"
683,"CT"
691,"T"
699,"T"
707,"T"
715,"CT"
723,"T"
731,"T"
739,"T"
747,"T"
755,"T"
763,"T"
771,"DRAW"
779,"CT"
787,"CT"
795,"T"
803,"T"
811,"T"
819,"CT"
827,"CT"
835,"T"
843,"T"
851,"T"
859,"CT"
867,"CT"
875,"CT"
883,"T"
891,"DRAW"
899,"T"
907,"T"
915,"CT"
923,"T"
931,"T"
939,"T"
947,"T"
955,"T"
963,"T"
971,"T"
979,"DRAW"
987,"CT"
995,"CT"
1003,"DRAW"
1011,"T"
1019,"T"
1027,"T"
1035,"T"
1043,"T"
1051,"T"
1059,"T"
1067,"T"
1075,"T"
1083,"CT"
1091,"CT"
1099,"CT"
1107,"CT"
1115,"T"
1123,"T"
1131,"T"
1139,"T"
1147,"T"
1155,"T"
1163,"T"
1171,"T"
1179,"T"
1187,"T"
1195,"CT"
1203,"DRAW"
1211,"CT"
1219,"T"
1227,"T"
1235,"T"
1243,"T"
1251,"T"
1259,"DRAW"
1267,"T"
1275,"T"
1283,"T"
1291,"T"
1299,"CT"
1307,"CT"
1315,"CT"
1323,"CT"
1331,"CT"
1339,"T"
1347,"CT"
1355,"DRAW"
1363,"CT"
1371,"T"
1379,"T"
1387,"T"
1395,"T"
1403,"T"
1411,"T"
1419,"CT"
1427,"CT"
1435,"DRAW"
1443,"T"
1451,"T"
1459,"T"
1467,"T"
1475,"T"
1483,"T"
1491,"T"
1499,"T"
1507,"T"
1515,"CT"
1523,"CT"
1531,"T"
1539,"DRAW"
1547,"DRAW"
1555,"T"
1563,"DRAW"
1571,"T"
1579,"CT"
1587,"T"
1595,"T"
1603,"T"
1611,"T"
1619,"T"
1627,"CT"
1635,"CT"
1643,"CT"
1651,"CT"
1659,"T"
1667,"T"
1675,"T"
1683,"T"
1691,"T"
1699,"T"
1707,"T"
1715,"T"
1723,"T"
1731,"CT"
1739,"CT"
1747,"CT"
1755,"CT"
1763,"CT"
1771,"T"
1779,"CT"
1787,"T"
1795,"T"
1803,"T"
1811,"T"
1819,"T"
1827,"T"
1835,"T"
1843,"CT"
1851,"CT"
1859,"T"
1867,"T"
1875,"T"
1883,"CT"
1891,"DRAW"
1899,"CT"
1907,"T"
1915,"T"
1923,"T"
1931,"T"
1939,"T"
1947,"CT"
1955,"CT"
1963,"T"
1971,"CT"
1979,"CT"
1987,"T"
1995,"DRAW"
2003,"T"
2011,"T"
2019,"T"
2027,"T"
2035,"T"
2043,"T"
2051,"T"
2059,"T"
2067,"CT"
2075,"CT"
2083,"CT"
2091,"T"
2099,"T"
2107,"T"
2115,"T"
2123,"T"
2131,"T"
2139,"T"
2147,"T"
2155,"T"
2163,"CT"
2171,"DRAW"
2179,"T"
2187,"CT"
2195,"T"
2203,"CT"
2211,"T"
2219,"DRAW"
2227,"DRAW"
2235,"T"
2243,"T"
2251,"T"
2259,"DRAW"
2267,"DRAW"
2275,"DRAW"
2283,"CT"
2291,"CT"
2299,"DRAW"
2307,"T"
2315,"T"
2323,"T"
2331,"T"
2339,"T"
2347,"T"
2355,"T"
2363,"T"
2371,"T"
2379,"CT"
2387,"CT"
2395,"CT"
2403,"CT"
2411,"CT"
2419,"T"
2427,"T"
2435,"T"
2443,"T"
2451,"T"
2459,"T"
2467,"T"
2475,"T"
2483,"T"
2491,"CT"
2499,"CT"
2507,"T"
2515,"T"
2523,"T"
2531,"T"
2539,"T"
2547,"CT"
2555,"T"
2563,"T"
2571,"T"
2579,"T"
2587,"T"
4,"CT"
12,"CT"
20,"CT"
28,"CT"
36,"CT"
44,"DRAW"
52,"DRAW"
60,"CT"
68,"T"
76,"T"
84,"DRAW"
92,"T"
100,"T"
108,"DRAW"
116,"CT"
124,"CT"
132,"DRAW"
140,"CT"
148,"T"
156,"DRAW"
164,"DRAW"
172,"T"
180,"CT"
188,"T"
196,"T"
204,"DRAW"
212,"DRAW"
220,"DRAW"
228,"CT"
236,"DRAW"
244,"CT"
252,"CT"
260,"T"
268,"T"
276,"CT"
284,"CT"
292,"T"
300,"T"
308,"T"
316,"DRAW"
324,"DRAW"
332,"CT"
340,"CT"
348,"CT"
356,"CT"
364,"T"
372,"DRAW"
380,"DRAW"
388,"T"
396,"DRAW"
404,"T"
412,"T"
420,"T"
428,"T"
436,"CT"
444,"CT"
452,"CT"
460,"CT"
468,"CT"
476,"DRAW"
484,"T"
492,"DRAW"
500,"CT"
508,"T"
516,"DRAW"
524,"T"
532,"T"
540,"CT"
548,"CT"
556,"CT"
564,"CT"
572,"CT"
580,"CT"
588,"DRAW"
596,"T"
604,"CT"
612,"CT"
620,"T"
628,"T"
636,"CT"
644,"DRAW"
652,"DRAW"
660,"CT"
668,"CT"
676,"CT"
684,"DRAW"
692,"T"
700,"T"
708,"T"
716,"T"
724,"T"
732,"T"
740,"T"
748,"T"
756,"T"
764,"DRAW"
772,"T"
780,"DRAW"
788,"CT"
796,"T"
804,"T"
812,"T"
820,"T"
828,"CT"
836,"T"
844,"T"
852,"T"
860,"T"
868,"T"
876,"CT"
884,"DRAW"
892,"CT"
900,"CT"
908,"T"
916,"CT"
924,"CT"
932,"CT"
940,"T"
948,"T"
956,"T"
964,"T"
972,"T"
980,"CT"
988,"T"
996,"CT"
1004,"CT"
1012,"T"
1020,"T"
1028,"CT"
1036,"T"
1044,"T"
1052,"T"
1060,"T"
1068,"T"
1076,"T"
1084,"DRAW"
1092,"CT"
1100,"CT"
1108,"T"
1116,"DRAW"
1124,"T"
1132,"T"
1140,"CT"
1148,"T"
1156,"T"
1164,"T"
1172,"T"
1180,"T"
1188,"T"
1196,"CT"
1204,"T"
1212,"CT"
1220,"CT"
1228,"T"
1236,"DRAW"
1244,"T"
1252,"T"
1260,"CT"
1268,"T"
1276,"T"
1284,"T"
1292,"T"
1300,"DRAW"
1308,"CT"
1316,"CT"
1324,"CT"
1332,"CT"
1340,"T"
1348,"T"
1356,"DRAW"
1364,"DRAW"
1372,"T"
1380,"T"
1388,"T"
1396,"T"
1404,"T"
1412,"CT"
1420,"T"
1428,"CT"
1436,"CT"
1444,"T"
1452,"CT"
1460,"T"
1468,"T"
1476,"T"
1484,"T"
1492,"T"
1500,"T"
1508,"T"
1516,"T"
1524,"CT"
1532,"DRAW"
1540,"CT"
1548,"CT"
1556,"DRAW"
1564,"T"
1572,"CT"
1580,"CT"
1588,"T"
1596,"T"
1604,"T"
1612,"T"
1620,"T"
1628,"CT"
1636,"CT"
1644,"CT"
1652,"CT"
1660,"T"
1668,"T"
1676,"T"
1684,"T"
1692,"CT"
1700,"T"
1708,"T"
1716,"T"
1724,"T"
1732,"CT"
1740,"DRAW"
1748,"CT"
1756,"CT"
1764,"CT"
1772,"T"
1780,"T"
1788,"T"
1796,"T"
1804,"T"
1812,"T"
1820,"T"
1828,"T"
1836,"T"
1844,"CT"
1852,"CT"
1860,"CT"
1868,"CT"
1876,"T"
1884,"CT"
1892,"T"
1900,"DRAW"
1908,"CT"
1916,"T"
1924,"T"
1932,"T"
1940,"T"
1948,"DRAW"
1956,"CT"
1964,"T"
1972,"T"
1980,"DRAW"
1988,"T"
1996,"T"
2004,"T"
2012,"T"
2020,"T"
2028,"T"
2036,"T"
2044,"T"
2052,"T"
2060,"T"
2068,"CT"
2076,"CT"
2084,"DRAW"
2092,"T"
2100,"T"
2108,"T"
2116,"T"
2124,"T"
2132,"T"
2140,"T"
2148,"T"
2156,"T"
2164,"DRAW"
2172,"DRAW"
2180,"CT"
2188,"T"
2196,"T"
2204,"T"
2212,"T"
2220,"T"
2228,"CT"
2236,"T"
2244,"T"
2252,"T"
2260,"DRAW"
2268,"DRAW"
2276,"CT"
2284,"CT"
2292,"CT"
2300,"DRAW"
2308,"T"
2316,"T"
2324,"T"
2332,"T"
2340,"DRAW"
2348,"T"
2356,"T"
2364,"T"
2372,"T"
2380,"CT"
2388,"CT"
2396,"CT"
2404,"T"
2412,"CT"
2420,"T"
2428,"T"
2436,"T"
2444,"T"
2452,"T"
2460,"T"
2468,"T"
2476,"T"
2484,"T"
2492,"CT"
2500,"DRAW"
2508,"CT"
2516,"CT"
2524,"T"
2532,"T"
2540,"T"
2548,"T"
2556,"CT"
2564,"T"
2572,"T"
2580,"T"
2588,"T"
5,"CT"
13,"DRAW"
21,"CT"
29,"CT"
37,"DRAW"
45,"DRAW"
53,"CT"
61,"T"
69,"DRAW"
77,"T"
85,"T"
93,"T"
101,"T"
109,"CT"
117,"CT"
125,"CT"
133,"T"
141,"CT"
149,"CT"
157,"T"
165,"CT"
173,"T"
181,"T"
189,"T"
197,"T"
205,"T"
213,"T"
221,"CT"
229,"CT"
237,"CT"
245,"DRAW"
253,"T"
261,"CT"
269,"CT"
277,"CT"
285,"CT"
293,"T"
301,"T"
309,"DRAW"
317,"T"
325,"CT"
333,"CT"
341,"CT"
349,"CT"
357,"CT"
365,"CT"
373,"DRAW"
381,"CT"
389,"T"
397,"T"
405,"DRAW"
413,"T"
421,"T"
429,"CT"
437,"CT"
445,"CT"
453,"CT"
461,"CT"
469,"CT"
477,"DRAW"
485,"CT"
493,"T"
501,"CT"
509,"T"
517,"T"
525,"DRAW"
533,"T"
541,"CT"
549,"CT"
557,"CT"
565,"CT"
573,"CT"
581,"DRAW"
589,"DRAW"
597,"CT"
605,"T"
613,"T"
621,"T"
629,"DRAW"
637,"T"
645,"DRAW"
653,"DRAW"
661,"DRAW"
669,"CT"
677,"CT"
685,"T"
693,"T"
701,"T"
709,"T"
717,"T"
725,"T"
733,"T"
741,"T"
749,"T"
757,"CT"
765,"DRAW"
773,"T"
781,"CT"
789,"CT"
797,"DRAW"
805,"T"
813,"T"
821,"T"
829,"T"
837,"T"
845,"CT"
853,"T"
861,"T"
869,"CT"
877,"CT"
885,"CT"
893,"T"
901,"T"
909,"T"
917,"DRAW"
925,"T"
933,"T"
941,"T"
949,"T"
957,"T"
965,"T"
973,"T"
981,"CT"
989,"CT"
997,"DRAW"
1005,"DRAW"
1013,"T"
1021,"T"
1029,"T"
1037,"DRAW"
1045,"T"
1053,"T"
1061,"T"
1069,"T"
1077,"T"
1085,"DRAW"
1093,"T"
1101,"CT"
1109,"CT"
1117,"T"
1125,"T"
1133,"T"
1141,"T"
1149,"T"
1157,"T"
1165,"DRAW"
1173,"DRAW"
1181,"T"
1189,"T"
1197,"DRAW"
1205,"DRAW"
1213,"DRAW"
1221,"CT"
1229,"T"
1237,"DRAW"
1245,"CT"
1253,"T"
1261,"T"
1269,"T"
1277,"T"
1285,"T"
1293,"T"
1301,"DRAW"
1309,"CT"
1317,"CT"
1325,"CT"
1333,"T"
1341,"DRAW"
1349,"T"
1357,"DRAW"
1365,"T"
1373,"T"
1381,"T"
1389,"T"
1397,"T"
1405,"DRAW"
1413,"CT"
1421,"CT"
1429,"CT"
1437,"DRAW"
1445,"T"
1453,"T"
1461,"T"
1469,"CT"
1477,"T"
1485,"T"
1493,"DRAW"
1501,"T"
1509,"T"
1517,"CT"
1525,"CT"
1533,"CT"
1541,"DRAW"
1549,"T"
1557,"T"
1565,"T"
1573,"T"
1581,"T"
1589,"T"
1597,"T"
1605,"T"
1613,"T"
1621,"CT"
1629,"CT"
1637,"CT"
1645,"CT"
1653,"CT"
1661,"T"
1669,"T"
1677,"T"
1685,"T"
1693,"T"
1701,"T"
1709,"T"
1717,"T"
1725,"T"
1733,"DRAW"
1741,"CT"
1749,"CT"
1757,"CT"
1765,"T"
1773,"DRAW"
1781,"T"
1789,"T"
1797,"CT"
1805,"T"
1813,"T"
1821,"T"
1829,"T"
1837,"CT"
1845,"CT"
1853,"DRAW"
1861,"T"
1869,"CT"
1877,"T"
1885,"T"
1893,"T"
1901,"T"
1909,"T"
1917,"T"
1925,"DRAW"
1933,"T"
1941,"T"
1949,"CT"
1957,"T"
1965,"CT"
1973,"CT"
1981,"T"
1989,"T"
1997,"T"
2005,"T"
2013,"T"
2021,"T"
2029,"T"
2037,"T"
2045,"T"
2053,"T"
2061,"CT"
2069,"CT"
2077,"DRAW"
2085,"T"
2093,"T"
2101,"T"
2109,"T"
2117,"T"
2125,"T"
2133,"T"
2141,"T"
2149,"T"
2157,"T"
2165,"CT"
2173,"DRAW"
2181,"CT"
2189,"CT"
2197,"T"
2205,"T"
2213,"T"
2221,"T"
2229,"CT"
2237,"T"
2245,"T"
2253,"T"
2261,"T"
2269,"DRAW"
2277,"DRAW"
2285,"DRAW"
2293,"DRAW"
2301,"CT"
2309,"T"
2317,"T"
2325,"T"
2333,"T"
2341,"T"
2349,"T"
2357,"T"
2365,"T"
2373,"T"
2381,"CT"
2389,"DRAW"
2397,"CT"
2405,"DRAW"
2413,"T"
2421,"T"
2429,"T"
2437,"T"
2445,"T"
2453,"T"
2461,"T"
2469,"T"
2477,"T"
2485,"DRAW"
2493,"DRAW"
2501,"CT"
2509,"T"
2517,"CT"
2525,"T"
2533,"T"
2541,"DRAW"
2549,"T"
2557,"T"
2565,"T"
2573,"T"
2581,"T"
2589,"T"
6,"CT"
14,"CT"
22,"CT"
30,"CT"
38,"DRAW"
46,"T"
54,"CT"
62,"DRAW"
70,"T"
78,"T"
86,"T"
94,"T"
102,"DRAW"
110,"CT"
118,"T"
126,"CT"
134,"CT"
142,"CT"
150,"CT"
158,"CT"
166,"T"
174,"CT"
182,"T"
190,"T"
198,"DRAW"
206,"T"
214,"T"
222,"CT"
230,"CT"
238,"DRAW"
246,"CT"
254,"CT"
262,"DRAW"
270,"DRAW"
278,"CT"
286,"DRAW"
294,"T"
302,"T"
310,"T"
318,"CT"
326,"CT"
334,"CT"
342,"CT"
350,"CT"
358,"CT"
366,"DRAW"
374,"DRAW"
382,"T"
390,"CT"
398,"T"
406,"T"
414,"T"
422,"T"
430,"T"
438,"CT"
446,"CT"
454,"CT"
462,"CT"
470,"CT"
478,"T"
486,"CT"
494,"CT"
502,"T"
510,"T"
518,"DRAW"
526,"T"
534,"DRAW"
542,"CT"
550,"CT"
558,"CT"
566,"CT"
574,"CT"
582,"CT"
590,"DRAW"
598,"DRAW"
606,"CT"
614,"T"
622,"T"
630,"DRAW"
638,"T"
646,"T"
654,"DRAW"
662,"CT"
670,"DRAW"
678,"DRAW"
686,"T"
694,"T"
702,"T"
710,"T"
718,"T"
726,"T"
734,"T"
742,"T"
750,"T"
758,"CT"
766,"T"
774,"DRAW"
782,"CT"
790,"DRAW"
798,"T"
806,"T"
814,"T"
822,"T"
830,"T"
838,"T"
846,"T"
854,"T"
862,"T"
870,"DRAW"
878,"CT"
886,"T"
894,"CT"
902,"T"
910,"T"
918,"T"
926,"T"
934,"CT"
942,"T"
950,"T"
958,"T"
966,"T"
974,"CT"
982,"CT"
990,"CT"
998,"CT"
1006,"T"
1014,"T"
1022,"T"
1030,"T"
1038,"T"
1046,"T"
1054,"T"
1062,"T"
1070,"T"
1078,"T"
1086,"DRAW"
1094,"DRAW"
1102,"DRAW"
1110,"CT"
1118,"T"
1126,"T"
1134,"CT"
1142,"T"
1150,"T"
1158,"T"
1166,"T"
1174,"T"
1182,"DRAW"
1190,"CT"
1198,"CT"
1206,"CT"
1214,"DRAW"
1222,"T"
1230,"DRAW"
1238,"T"
1246,"T"
1254,"CT"
1262,"T"
1270,"T"
1278,"T"
1286,"T"
1294,"T"
1302,"CT"
1310,"CT"
1318,"DRAW"
1326,"CT"
1334,"T"
1342,"T"
1350,"DRAW"
1358,"T"
1366,"T"
1374,"T"
1382,"T"
1390,"T"
1398,"T"
1406,"CT"
1414,"DRAW"
1422,"CT"
1430,"DRAW"
1438,"DRAW"
1446,"T"
1454,"CT"
1462,"T"
1470,"T"
1478,"T"
1486,"T"
1494,"T"
1502,"T"
1510,"T"
1518,"CT"
1526,"T"
1534,"T"
1542,"CT"
1550,"T"
1558,"T"
1566,"CT"
1574,"T"
1582,"T"
1590,"T"
1598,"T"
1606,"T"
1614,"T"
1622,"CT"
1630,"T"
1638,"CT"
1646,"CT"
1654,"DRAW"
1662,"T"
1670,"T"
1678,"T"
1686,"CT"
1694,"T"
1702,"T"
1710,"T"
1718,"T"
1726,"T"
1734,"CT"
1742,"CT"
1750,"CT"
1758,"DRAW"
1766,"T"
1774,"T"
1782,"T"
1790,"T"
1798,"T"
1806,"T"
1814,"T"
1822,"T"
1830,"T"
1838,"CT"
1846,"CT"
1854,"CT"
1862,"CT"
1870,"CT"
1878,"T"
1886,"T"
1894,"T"
1902,"T"
1910,"T"
1918,"T"
1926,"T"
1934,"T"
1942,"T"
1950,"CT"
1958,"DRAW"
1966,"CT"
1974,"CT"
1982,"T"
1990,"T"
1998,"T"
2006,"T"
2014,"T"
2022,"T"
2030,"T"
2038,"T"
2046,"T"
2054,"T"
2062,"CT"
2070,"CT"
2078,"DRAW"
2086,"T"
2094,"T"
2102,"T"
2110,"T"
2118,"T"
2126,"T"
2134,"T"
2142,"T"
2150,"T"
2158,"T"
2166,"DRAW"
2174,"T"
2182,"T"
2190,"CT"
2198,"T"
2206,"T"
2214,"CT"
2222,"CT"
2230,"T"
2238,"T"
2246,"T"
2254,"T"
2262,"T"
2270,"DRAW"
2278,"CT"
2286,"CT"
2294,"CT"
2302,"DRAW"
2310,"T"
2318,"CT"
2326,"T"
2334,"T"
2342,"T"
2350,"T"
2358,"T"
2366,"T"
