"run","Winner"
211,"T"
215,"T"
219,"DRAW"
223,"T"
227,"DRAW"
231,"T"
235,"T"
239,"T"
243,"T"
247,"T"
251,"T"
255,"T"
259,"T"
263,"T"
267,"DRAW"
271,"T"
275,"T"
279,"T"
283,"T"
287,"T"
291,"CT"
295,"T"
299,"CT"
303,"CT"
307,"T"
311,"T"
315,"T"
319,"T"
323,"T"
327,"DRAW"
331,"T"
335,"T"
339,"T"
343,"T"
347,"T"
351,"T"
355,"T"
359,"T"
363,"CT"
367,"T"
371,"DRAW"
375,"CT"
379,"T"
383,"T"
387,"T"
391,"T"
395,"T"
399,"T"
403,"DRAW"
407,"T"
411,"DRAW"
415,"T"
419,"T"
423,"T"
427,"DRAW"
431,"T"
435,"CT"
439,"DRAW"
443,"DRAW"
447,"CT"
451,"T"
455,"T"
459,"T"
463,"T"
467,"T"
471,"T"
475,"T"
479,"CT"
483,"CT"
487,"T"
491,"T"
495,"T"
499,"T"
503,"T"
507,"CT"
511,"DRAW"
515,"DRAW"
519,"CT"
523,"T"
527,"T"
531,"T"
535,"T"
539,"T"
543,"T"
547,"T"
551,"T"
555,"T"
559,"T"
563,"T"
567,"T"
571,"T"
575,"T"
579,"CT"
583,"T"
587,"CT"
591,"CT"
595,"T"
599,"T"
603,"CT"
607,"T"
611,"T"
615,"CT"
619,"T"
623,"T"
627,"T"
631,"T"
635,"T"
639,"T"
643,"T"
647,"T"
651,"CT"
655,"T"
659,"CT"
663,"CT"
667,"T"
671,"DRAW"
675,"T"
679,"T"
683,"CT"
687,"T"
691,"T"
695,"CT"
699,"T"
703,"T"
707,"T"
711,"CT"
715,"T"
719,"T"
2,"T"
6,"CT"
10,"T"
14,"DRAW"
18,"CT"
22,"T"
26,"T"
30,"T"
34,"T"
38,"DRAW"
42,"T"
46,"T"
50,"T"
54,"DRAW"
58,"T"
62,"T"
66,"T"
70,"T"
74,"DRAW"
78,"CT"
82,"T"
86,"DRAW"
90,"DRAW"
94,"T"
98,"T"
102,"T"
106,"T"
110,"T"
114,"T"
118,"T"
122,"DRAW"
126,"CT"
130,"T"
134,"T"
138,"DRAW"
142,"T"
146,"T"
150,"DRAW"
154,"T"
158,"T"
162,"DRAW"
166,"T"
170,"T"
174,"DRAW"
178,"T"
182,"T"
186,"DRAW"
190,"T"
194,"CT"
198,"T"
202,"T"
206,"T"
210,"T"
214,"T"
218,"CT"
222,"CT"
226,"DRAW"
230,"DRAW"
234,"CT"
238,"T"
242,"T"
246,"T"
250,"T"
254,"T"
258,"T"
262,"T"
266,"T"
270,"CT"
274,"T"
278,"T"
282,"T"
286,"T"
290,"CT"
294,"DRAW"
298,"CT"
302,"DRAW"
306,"CT"
310,"T"
314,"T"
318,"T"
322,"T"
326,"T"
330,"CT"
334,"T"
338,"T"
342,"DRAW"
346,"T"
350,"T"
354,"T"
358,"T"
362,"DRAW"
366,"CT"
370,"T"
374,"CT"
378,"CT"
382,"T"
386,"T"
390,"T"
394,"T"
398,"T"
402,"T"
406,"T"
410,"CT"
414,"CT"
418,"T"
422,"T"
426,"T"
430,"T"
434,"DRAW"
438,"DRAW"
442,"DRAW"
446,"DRAW"
450,"CT"
454,"T"
458,"T"
462,"T"
466,"T"
470,"CT"
474,"T"
478,"T"
482,"CT"
486,"CT"
490,"T"
494,"T"
498,"T"
502,"T"
506,"T"
510,"T"
514,"DRAW"
518,"DRAW"
522,"CT"
526,"T"
530,"T"
534,"T"
538,"T"
542,"T"
546,"T"
550,"T"
554,"T"
558,"DRAW"
562,"T"
566,"T"
570,"T"
574,"T"
578,"CT"
582,"CT"
586,"T"
590,"CT"
594,"CT"
598,"T"
602,"T"
606,"CT"
610,"T"
614,"T"
618,"CT"
622,"T"
626,"T"
630,"T"
634,"T"
638,"T"
642,"T"
646,"T"
650,"DRAW"
654,"DRAW"
658,"CT"
662,"CT"
666,"DRAW"
670,"T"
674,"DRAW"
678,"T"
682,"T"
686,"T"
690,"T"
694,"T"
698,"T"
702,"T"
706,"T"
710,"DRAW"
714,"T"
718,"DRAW"
1,"DRAW"
5,"DRAW"
9,"DRAW"
13,"T"
17,"T"
21,"T"
25,"T"
29,"T"
33,"T"
37,"T"
41,"T"
45,"T"
49,"T"
53,"T"
57,"T"
61,"T"
65,"T"
69,"DRAW"
73,"T"
77,"CT"
81,"T"
85,"CT"
89,"DRAW"
93,"T"
97,"T"
101,"T"
105,"T"
109,"T"
113,"T"
117,"CT"
121,"T"
125,"T"
129,"T"
133,"T"
137,"DRAW"
141,"T"
145,"T"
149,"DRAW"
153,"DRAW"
157,"CT"
161,"CT"
165,"T"
169,"T"
173,"T"
177,"DRAW"
181,"T"
185,"DRAW"
189,"DRAW"
193,"T"
197,"T"
201,"T"
205,"T"
209,"T"
213,"DRAW"
217,"T"
221,"T"
225,"CT"
229,"DRAW"
233,"DRAW"
237,"T"
241,"T"
245,"T"
249,"T"
253,"T"
257,"T"
261,"DRAW"
265,"T"
269,"DRAW"
273,"T"
277,"T"
281,"T"
285,"T"
289,"T"
293,"DRAW"
297,"CT"
301,"DRAW"
305,"DRAW"
309,"CT"
313,"T"
317,"T"
321,"T"
325,"T"
329,"DRAW"
333,"T"
337,"T"
341,"T"
345,"T"
349,"T"
353,"T"
357,"DRAW"
361,"T"
365,"DRAW"
369,"CT"
373,"T"
377,"DRAW"
381,"T"
385,"T"
389,"T"
393,"T"
397,"T"
401,"T"
405,"T"
409,"T"
413,"T"
417,"T"
421,"T"
425,"T"
429,"T"
433,"T"
437,"T"
441,"CT"
445,"T"
449,"CT"
453,"CT"
457,"T"
461,"T"
465,"T"
469,"T"
473,"T"
477,"T"
481,"DRAW"
485,"T"
489,"T"
493,"T"
497,"T"
501,"T"
505,"T"
509,"DRAW"
513,"CT"
517,"DRAW"
521,"DRAW"
525,"T"
529,"T"
533,"T"
537,"T"
541,"T"
545,"T"
549,"T"
553,"T"
557,"T"
561,"T"
565,"T"
569,"T"
573,"CT"
577,"DRAW"
581,"CT"
585,"DRAW"
589,"DRAW"
593,"CT"
597,"T"
601,"T"
605,"T"
609,"T"
613,"T"
617,"T"
621,"DRAW"
625,"T"
629,"T"
633,"T"
637,"T"
641,"T"
645,"T"
649,"T"
653,"DRAW"
657,"CT"
661,"DRAW"
665,"T"
669,"T"
673,"T"
677,"CT"
681,"T"
685,"T"
689,"T"
693,"T"
697,"T"
701,"CT"
705,"T"
709,"DRAW"
713,"T"
717,"DRAW"
